FileName,Class,MoreThanOnePerson,HighLevelCategory
Img_460.jpg,blowing_bubbles,YES,Social_LeisureActivities
Img_8152.jpg,blowing_bubbles,YES,Social_LeisureActivities
Img_9056.jpg,jumping,YES,Sports_Recreation
Img_3880.jpg,pushing_a_cart,YES,OutdoorActivities
Img_3168.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_8609.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_3838.jpg,walking_the_dog,NO,OutdoorActivities
Img_1699.jpg,feeding_a_horse,NO,AnimalCare
Img_8543.jpg,pushing_a_cart,YES,OutdoorActivities
Img_1980.jpg,smoking,YES,Social_LeisureActivities
Img_1312.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_4514.jpg,fishing,NO,OutdoorActivities
Img_3866.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_1665.jpg,feeding_a_horse,NO,AnimalCare
Img_4231.jpg,applauding,YES,Social_LeisureActivities
Img_8675.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_1137.jpg,riding_a_bike,YES,Sports_Recreation
Img_5918.jpg,cutting_vegetables,NO,HouseholdActivities
Img_951.jpg,cutting_trees,NO,MaintenanceRepair
Img_5516.jpg,phoning,NO,Communication_Technology
Img_8478.jpg,fishing,NO,OutdoorActivities
Img_5152.jpg,gardening,YES,HouseholdActivities
Img_2000.jpg,holding_an_umbrella,YES,AnimalCare
Img_8656.jpg,cooking,YES,HouseholdActivities
Img_5416.jpg,texting_message,NO,Communication_Technology
Img_4513.jpg,holding_an_umbrella,YES,AnimalCare
Img_1342.jpg,fixing_a_car,NO,MaintenanceRepair
Img_6016.jpg,reading,NO,Artistic_MusicalActivities
Img_7130.jpg,riding_a_horse,YES,Sports_Recreation
Img_5929.jpg,applauding,YES,Social_LeisureActivities
Img_911.jpg,cooking,YES,HouseholdActivities
Img_2077.jpg,walking_the_dog,NO,OutdoorActivities
Img_949.jpg,throwing_frisby,YES,Sports_Recreation
Img_997.jpg,waving_hands,YES,Social_LeisureActivities
Img_991.jpg,fixing_a_car,NO,MaintenanceRepair
Img_4408.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_3907.jpg,climbing,NO,OutdoorActivities
Img_3098.jpg,smoking,NO,Social_LeisureActivities
Img_7745.jpg,feeding_a_horse,NO,AnimalCare
Img_9239.jpg,climbing,NO,OutdoorActivities
Img_1290.jpg,waving_hands,YES,Social_LeisureActivities
Img_1018.jpg,writing_on_a_board,YES,Artistic_MusicalActivities
Img_5533.jpg,running,YES,OutdoorActivities
Img_793.jpg,washing_dishes,NO,PersonalCare_Hygiene
Img_8428.jpg,using_a_computer,NO,Communication_Technology
Img_2875.jpg,jumping,NO,Sports_Recreation
Img_3195.jpg,drinking,YES,Social_LeisureActivities
Img_2888.jpg,throwing_frisby,NO,Sports_Recreation
Img_2537.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_6433.jpg,fishing,NO,OutdoorActivities
Img_3202.jpg,holding_an_umbrella,YES,AnimalCare
Img_6556.jpg,walking_the_dog,NO,OutdoorActivities
Img_337.jpg,holding_an_umbrella,NO,AnimalCare
Img_9020.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_9106.jpg,jumping,NO,Sports_Recreation
Img_3269.jpg,waving_hands,YES,Social_LeisureActivities
Img_379.jpg,holding_an_umbrella,NO,AnimalCare
Img_4799.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_9344.jpg,climbing,NO,OutdoorActivities
Img_2542.jpg,smoking,YES,Social_LeisureActivities
Img_9114.jpg,watching_TV,NO,Social_LeisureActivities
Img_8489.jpg,using_a_computer,NO,Communication_Technology
Img_3469.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_4438.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_3284.jpg,riding_a_horse,YES,Sports_Recreation
Img_4934.jpg,feeding_a_horse,NO,AnimalCare
Img_2179.jpg,looking_through_a_microscope,YES,Observation_Exploration
Img_7734.jpg,running,NO,OutdoorActivities
Img_5645.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_8158.jpg,climbing,YES,OutdoorActivities
Img_832.jpg,cooking,NO,HouseholdActivities
Img_2630.jpg,throwing_frisby,NO,Sports_Recreation
Img_2404.jpg,throwing_frisby,YES,Sports_Recreation
Img_5041.jpg,cutting_vegetables,NO,HouseholdActivities
Img_4930.jpg,applauding,YES,Social_LeisureActivities
Img_1743.jpg,cutting_vegetables,NO,HouseholdActivities
Img_7388.jpg,riding_a_horse,NO,Sports_Recreation
Img_3003.jpg,writing_on_a_book,YES,Artistic_MusicalActivities
Img_2954.jpg,feeding_a_horse,YES,AnimalCare
Img_5722.jpg,climbing,NO,OutdoorActivities
Img_805.jpg,climbing,NO,OutdoorActivities
Img_6101.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_310.jpg,cooking,NO,HouseholdActivities
Img_6.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_5420.jpg,jumping,NO,Sports_Recreation
Img_297.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_3282.jpg,drinking,YES,Social_LeisureActivities
Img_1976.jpg,drinking,NO,Social_LeisureActivities
Img_9230.jpg,playing_violin,NO,Artistic_MusicalActivities
Img_6052.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_6179.jpg,using_a_computer,NO,Communication_Technology
Img_3330.jpg,running,NO,OutdoorActivities
Img_7308.jpg,fixing_a_car,NO,MaintenanceRepair
Img_2997.jpg,brushing_teeth,YES,PersonalCare_Hygiene
Img_7335.jpg,applauding,NO,Social_LeisureActivities
Img_3346.jpg,phoning,YES,Communication_Technology
Img_5807.jpg,fixing_a_car,NO,MaintenanceRepair
Img_7114.jpg,running,YES,OutdoorActivities
Img_601.jpg,using_a_computer,YES,Communication_Technology
Img_3946.jpg,throwing_frisby,YES,Sports_Recreation
Img_6979.jpg,cooking,YES,HouseholdActivities
Img_4523.jpg,pushing_a_cart,YES,OutdoorActivities
Img_350.jpg,writing_on_a_book,YES,Artistic_MusicalActivities
Img_8600.jpg,riding_a_bike,NO,Sports_Recreation
Img_2996.jpg,running,NO,OutdoorActivities
Img_2845.jpg,phoning,NO,Communication_Technology
Img_7993.jpg,running,NO,OutdoorActivities
Img_8009.jpg,playing_violin,YES,Artistic_MusicalActivities
Img_7789.jpg,reading,NO,Artistic_MusicalActivities
Img_7978.jpg,throwing_frisby,YES,Sports_Recreation
Img_3515.jpg,feeding_a_horse,NO,AnimalCare
Img_7544.jpg,drinking,YES,Social_LeisureActivities
Img_8305.jpg,reading,NO,Artistic_MusicalActivities
Img_7225.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_8910.jpg,phoning,NO,Communication_Technology
Img_7042.jpg,riding_a_bike,NO,Sports_Recreation
Img_7753.jpg,fixing_a_car,NO,MaintenanceRepair
Img_5402.jpg,reading,YES,Artistic_MusicalActivities
Img_2935.jpg,riding_a_bike,NO,Sports_Recreation
Img_829.jpg,drinking,NO,Social_LeisureActivities
Img_9068.jpg,phoning,NO,Communication_Technology
Img_4511.jpg,using_a_computer,NO,Communication_Technology
Img_2220.jpg,drinking,NO,Social_LeisureActivities
Img_6463.jpg,fixing_a_car,NO,MaintenanceRepair
Img_8826.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_4842.jpg,cleaning_the_floor,YES,HouseholdActivities
Img_6339.jpg,riding_a_horse,NO,Sports_Recreation
Img_5473.jpg,fishing,YES,OutdoorActivities
Img_3382.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_9427.jpg,running,YES,OutdoorActivities
Img_8237.jpg,applauding,YES,Social_LeisureActivities
Img_8069.jpg,looking_through_a_telescope,NO,Observation_Exploration
Img_4669.jpg,fishing,NO,OutdoorActivities
Img_2854.jpg,drinking,NO,Social_LeisureActivities
Img_7497.jpg,looking_through_a_microscope,NO,Observation_Exploration
Img_1058.jpg,walking_the_dog,YES,OutdoorActivities
Img_9419.jpg,fishing,NO,OutdoorActivities
Img_4264.jpg,applauding,YES,Social_LeisureActivities
Img_3308.jpg,throwing_frisby,YES,Sports_Recreation
Img_6492.jpg,throwing_frisby,YES,Sports_Recreation
Img_3530.jpg,writing_on_a_book,YES,Artistic_MusicalActivities
Img_9511.jpg,applauding,YES,Social_LeisureActivities
Img_16.jpg,cooking,NO,HouseholdActivities
Img_3895.jpg,applauding,YES,Social_LeisureActivities
Img_3864.jpg,gardening,NO,HouseholdActivities
Img_3275.jpg,running,NO,OutdoorActivities
Img_924.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_5617.jpg,brushing_teeth,YES,PersonalCare_Hygiene
Img_1488.jpg,holding_an_umbrella,YES,AnimalCare
Img_555.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_843.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_8621.jpg,climbing,NO,OutdoorActivities
Img_2105.jpg,phoning,NO,Communication_Technology
Img_316.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_752.jpg,climbing,NO,OutdoorActivities
Img_8259.jpg,applauding,NO,Social_LeisureActivities
Img_1871.jpg,riding_a_bike,NO,Sports_Recreation
Img_8669.jpg,drinking,NO,Social_LeisureActivities
Img_1244.jpg,running,YES,OutdoorActivities
Img_5510.jpg,drinking,YES,Social_LeisureActivities
Img_3696.jpg,texting_message,YES,Communication_Technology
Img_2794.jpg,running,NO,OutdoorActivities
Img_4214.jpg,cooking,NO,HouseholdActivities
Img_6641.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_5304.jpg,holding_an_umbrella,NO,AnimalCare
Img_938.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_5832.jpg,fixing_a_car,NO,MaintenanceRepair
Img_3157.jpg,watching_TV,YES,Social_LeisureActivities
Img_4195.jpg,walking_the_dog,NO,OutdoorActivities
Img_8254.jpg,texting_message,NO,Communication_Technology
Img_8098.jpg,fishing,YES,OutdoorActivities
Img_8031.jpg,applauding,YES,Social_LeisureActivities
Img_2602.jpg,playing_violin,NO,Artistic_MusicalActivities
Img_3067.jpg,riding_a_bike,NO,Sports_Recreation
Img_4982.jpg,smoking,YES,Social_LeisureActivities
Img_8172.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_4707.jpg,feeding_a_horse,YES,AnimalCare
Img_5970.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_7913.jpg,holding_an_umbrella,YES,AnimalCare
Img_5123.jpg,cooking,NO,HouseholdActivities
Img_7455.jpg,shooting_an_arrow,NO,Sports_Recreation
Img_8908.jpg,riding_a_bike,NO,Sports_Recreation
Img_1740.jpg,fishing,NO,OutdoorActivities
Img_9030.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_202.jpg,holding_an_umbrella,YES,AnimalCare
Img_1146.jpg,washing_dishes,YES,PersonalCare_Hygiene
Img_8894.jpg,pouring_liquid,NO,Social_LeisureActivities
Img_6146.jpg,texting_message,YES,Communication_Technology
Img_7082.jpg,waving_hands,NO,Social_LeisureActivities
Img_8379.jpg,brushing_teeth,YES,PersonalCare_Hygiene
Img_7412.jpg,cutting_trees,NO,MaintenanceRepair
Img_7118.jpg,riding_a_horse,NO,Sports_Recreation
Img_4317.jpg,jumping,NO,Sports_Recreation
Img_4673.jpg,rowing_a_boat,NO,OutdoorActivities
Img_1913.jpg,smoking,NO,Social_LeisureActivities
Img_9176.jpg,phoning,NO,Communication_Technology
Img_2351.jpg,watching_TV,YES,Social_LeisureActivities
Img_6219.jpg,playing_violin,YES,Artistic_MusicalActivities
Img_3796.jpg,drinking,NO,Social_LeisureActivities
Img_8520.jpg,holding_an_umbrella,NO,AnimalCare
Img_8190.jpg,cooking,YES,HouseholdActivities
Img_9093.jpg,climbing,NO,OutdoorActivities
Img_5184.jpg,feeding_a_horse,NO,AnimalCare
Img_600.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_5036.jpg,pouring_liquid,YES,Social_LeisureActivities
Img_3065.jpg,cleaning_the_floor,YES,HouseholdActivities
Img_7643.jpg,holding_an_umbrella,NO,AnimalCare
Img_3687.jpg,jumping,NO,Sports_Recreation
Img_7849.jpg,fixing_a_car,NO,MaintenanceRepair
Img_5746.jpg,waving_hands,YES,Social_LeisureActivities
Img_6209.jpg,climbing,YES,OutdoorActivities
Img_4008.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_7671.jpg,applauding,YES,Social_LeisureActivities
Img_3989.jpg,climbing,YES,OutdoorActivities
Img_1444.jpg,pushing_a_cart,NO,OutdoorActivities
Img_7312.jpg,cutting_vegetables,NO,HouseholdActivities
Img_4924.jpg,fishing,YES,OutdoorActivities
Img_7060.jpg,brushing_teeth,NO,PersonalCare_Hygiene
Img_7611.jpg,walking_the_dog,YES,OutdoorActivities
Img_7860.jpg,using_a_computer,NO,Communication_Technology
Img_9013.jpg,drinking,YES,Social_LeisureActivities
Img_8737.jpg,applauding,NO,Social_LeisureActivities
Img_7794.jpg,throwing_frisby,NO,Sports_Recreation
Img_5425.jpg,gardening,NO,HouseholdActivities
Img_1409.jpg,riding_a_bike,NO,Sports_Recreation
Img_4399.jpg,phoning,NO,Communication_Technology
Img_299.jpg,playing_guitar,YES,Artistic_MusicalActivities
Img_5102.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_708.jpg,fixing_a_car,YES,MaintenanceRepair
Img_7460.jpg,climbing,NO,OutdoorActivities
Img_8481.jpg,taking_photos,NO,Artistic_MusicalActivities
Img_6188.jpg,throwing_frisby,YES,Sports_Recreation
Img_1367.jpg,cooking,NO,HouseholdActivities
Img_7282.jpg,feeding_a_horse,NO,AnimalCare
Img_2296.jpg,cooking,NO,HouseholdActivities
Img_3746.jpg,riding_a_horse,YES,Sports_Recreation
Img_5230.jpg,riding_a_bike,NO,Sports_Recreation
Img_8691.jpg,holding_an_umbrella,YES,AnimalCare
Img_2421.jpg,climbing,NO,OutdoorActivities
